,id,cluster_hood,cluster_lat,cluster_long,average_costs
96,nyu_2451_34572.97,North Side,40.714822906532014,-73.95880857587582,3138
97,nyu_2451_34572.98,South Side,40.71086147265064,-73.95800095153331,3138
98,nyu_2451_34572.99,Ocean Parkway,40.61305976667942,-73.96836678035541,3079
99,nyu_2451_34572.100,Fort Hamilton,40.61476812694226,-74.03197914537984,2604
100,nyu_2451_34572.101,Chinatown,40.71561842231432,-73.99427936255978,2783
101,nyu_2451_34572.102,Washington Heights,40.85190252555305,-73.93690027985234,2325
102,nyu_2451_34572.103,Inwood,40.86768396449915,-73.92121042203897,1675
103,nyu_2451_34572.104,Hamilton Heights,40.823604284811935,-73.94968791883366,2468
104,nyu_2451_34572.105,Manhattanville,40.8169344294978,-73.9573853935188,2468
105,nyu_2451_34572.106,Central Harlem,40.81597606742414,-73.94321112603905,2879
106,nyu_2451_34572.107,East Harlem,40.79224946663033,-73.94418223148524,2879
107,nyu_2451_34572.108,Upper East Side,40.775638573301805,-73.96050763135,4813
108,nyu_2451_34572.109,Yorkville,40.77592984988488,-73.94711784471826,3952
109,nyu_2451_34572.110,Lenox Hill,40.76811265828733,-73.9588596881376,4813
110,nyu_2451_34572.111,Roosevelt Island,40.76215960576283,-73.94916769227953,3952
111,nyu_2451_34572.112,Upper West Side,40.78765799853485,-73.97705923630603,6914
112,nyu_2451_34572.113,Lincoln Square,40.77352888942166,-73.98533777001262,6825
113,nyu_2451_34572.114,Clinton,40.75910089146212,-73.99611936309479,6825
114,nyu_2451_34572.115,Midtown,40.75469110270623,-73.98166882730304,2504
115,nyu_2451_34572.116,Murray Hill,40.748303077252174,-73.97833207924127,6272
116,nyu_2451_34572.181,Murray Hill,40.76412612261407,-73.81276269135866,4280
117,nyu_2451_34572.117,Chelsea,40.744034706747975,-74.00311633472813,6466
118,nyu_2451_34572.245,Chelsea,40.59472602746295,-74.1895604551969,1650
119,nyu_2451_34572.118,Greenwich Village,40.72693288536128,-73.99991402945902,6841
120,nyu_2451_34572.119,East Village,40.72784677727024,-73.98222616506416,6787
121,nyu_2451_34572.120,Lower East Side,40.71780674892765,-73.98089031999291,4119
122,nyu_2451_34572.121,Tribeca,40.721521967443216,-74.01068328559087,6316
123,nyu_2451_34572.122,Little Italy,40.71932379395907,-73.99730467208073,2783
124,nyu_2451_34572.123,Soho,40.72218384131794,-74.00065666959759,7869
125,nyu_2451_34572.124,West Village,40.73443393572434,-74.00617998126812,6466
126,nyu_2451_34572.125,Manhattan Valley,40.79730704170287,-73.96428617740655,6914
127,nyu_2451_34572.126,Morningside Heights,40.80799973816583,-73.96389627905332,6914
128,nyu_2451_34572.127,Gramercy,40.737209832715,-73.98137594833541,8128
129,nyu_2451_34572.128,Battery Park City,40.71193198394565,-74.01686930508617,4248
130,nyu_2451_34572.129,Financial District,40.70710710727048,-74.0106654452127,5910
131,nyu_2451_34572.130,Astoria,40.76850859335492,-73.91565374304234,1883
132,nyu_2451_34572.131,Woodside,40.74634908860222,-73.90184166838284,1866
133,nyu_2451_34572.132,Jackson Heights,40.75198138007367,-73.88282109164365,1866
134,nyu_2451_34572.133,Elmhurst,40.74404850512202,-73.88165622288388,1866
135,nyu_2451_34572.134,Howard Beach,40.65422527738487,-73.8381376460028,1742
136,nyu_2451_34572.135,Corona,40.74238175015667,-73.85682497345258,1683
137,nyu_2451_34572.136,Forest Hills,40.72526378216503,-73.84447500788983,1941
138,nyu_2451_34572.137,Kew Gardens,40.7051790354148,-73.82981905825703,1783
139,nyu_2451_34572.138,Richmond Hill,40.69794731471763,-73.83183321446887,1783
140,nyu_2451_34572.139,Flushing,40.76445419697846,-73.83177300329582,1833
141,nyu_2451_34572.140,Long Island City,40.75021734610528,-73.93920223915505,2590
142,nyu_2451_34572.141,Sunnyside,40.74017628351924,-73.92691617561577,3210
143,nyu_2451_34572.221,Sunnyside,40.61276015756489,-74.0971255217853,1500
144,nyu_2451_34572.142,East Elmhurst,40.76407323883091,-73.86704147658772,1850
145,nyu_2451_34572.143,Maspeth,40.725427374093606,-73.89621713626859,1917
146,nyu_2451_34572.144,Ridgewood,40.70832315613858,-73.90143517559589,1870
147,nyu_2451_34572.145,Glendale,40.70276242967838,-73.87074167435605,1692
148,nyu_2451_34572.146,Rego Park,40.72897409480735,-73.8578268690537,1941
149,nyu_2451_34572.147,Woodhaven,40.68988687915789,-73.8581104655432,1702
150,nyu_2451_34572.148,Ozone Park,40.680708468265415,-73.84320266173447,1917
151,nyu_2451_34572.149,South Ozone Park,40.66854957767195,-73.80986478649041,1872
152,nyu_2451_34572.150,College Point,40.784902749260205,-73.84304528896125,1790
153,nyu_2451_34572.151,Whitestone,40.78129076602694,-73.81420216610863,2075
154,nyu_2451_34572.152,Bayside,40.76604063281064,-73.7742736306867,2000
155,nyu_2451_34572.153,Auburndale,40.76172954903262,-73.79176243728061,2000
156,nyu_2451_34572.154,Little Neck,40.7708261928267,-73.7388977558074,2216
157,nyu_2451_34572.155,Douglaston,40.76684609790763,-73.7424982072733,2216
158,nyu_2451_34572.156,Glen Oaks,40.74944079974332,-73.71548118999145,1869
159,nyu_2451_34572.157,Bellerose,40.72857318176675,-73.72012814826903,1975
160,nyu_2451_34572.158,Kew Gardens Hills,40.722578244228046,-73.82087764933566,1792
161,nyu_2451_34572.159,Fresh Meadows,40.7343944653313,-73.78271337003264,1888
162,nyu_2451_34572.160,Briarwood,40.71093547252271,-73.81174822458634,1792
163,nyu_2451_34572.161,Jamaica Center,40.70465736068717,-73.79690165888289,1888
164,nyu_2451_34572.162,Oakland Gardens,40.74561857141855,-73.75494976234332,2216
165,nyu_2451_34572.163,Queens Village,40.71889309216736,-73.73871484578424,1783
166,nyu_2451_34572.164,Hollis,40.71124344191904,-73.75925009335594,1800
167,nyu_2451_34572.165,South Jamaica,40.696911253789885,-73.7904261313554,1872
168,nyu_2451_34572.166,St. Albans,40.69444538522359,-73.75867603727717,1875
169,nyu_2451_34572.167,Rochdale,40.67521139591733,-73.77258787620906,2050
170,nyu_2451_34572.168,Springfield Gardens,40.66623049036858,-73.76042092682287,1562
171,nyu_2451_34572.169,Cambria Heights,40.692774639160845,-73.73526873708026,2050
172,nyu_2451_34572.170,Rosedale,40.65981643342808,-73.73526079428278,2063
173,nyu_2451_34572.171,Far Rockaway,40.603134432500894,-73.75497968043872,1919
174,nyu_2451_34572.172,Broad Channel,40.60302658351238,-73.8200548911032,1919
175,nyu_2451_34572.173,Breezy Point,40.55740128845452,-73.92551196994168,1812
176,nyu_2451_34572.174,Steinway,40.775923015642896,-73.90228960391673,1883
177,nyu_2451_34572.175,Beechhurst,40.79278140360048,-73.80436451720988,2075
178,nyu_2451_34572.176,Bay Terrace,40.782842806245554,-73.7768022262158,2000
179,nyu_2451_34572.236,Bay Terrace,40.55398800858462,-74.13916622175768,1575
180,nyu_2451_34572.177,Edgemere,40.595641807368494,-73.77613282391705,1919
181,nyu_2451_34572.178,Arverne,40.58914394372971,-73.79199233136943,1919
182,nyu_2451_34572.179,Rockaway Beach,40.58280169684559,-73.82236121088751,1919
183,nyu_2451_34572.180,Neponsit,40.572036730217015,-73.85754672410827,1812
184,nyu_2451_34572.182,Floral Park,40.74137842194544,-73.70884705889246,1869
185,nyu_2451_34572.183,Holliswood,40.7209572076444,-73.76714166714729,1800
186,nyu_2451_34572.184,Jamaica Estates,40.71680483014613,-73.7872269693666,1888
187,nyu_2451_34572.185,Queensboro Hill,40.7445723092867,-73.82580915110559,4280
188,nyu_2451_34572.186,Hillcrest,40.7238249018292,-73.79760300912672,1888
189,nyu_2451_34572.187,Ravenswood,40.76170452605415,-73.93157506072878,1883
190,nyu_2451_34572.188,Lindenwood,40.66391841925139,-73.84963782402441,1917
191,nyu_2451_34572.189,Laurelton,40.66788389660247,-73.74025607989822,2063
192,nyu_2451_34572.190,Lefrak City,40.7360745708308,-73.8625247141374,1683
193,nyu_2451_34572.191,Belle Harbor,40.57615556543109,-73.8540175039252,1742
194,nyu_2451_34572.192,Rockaway Park,40.58034295646131,-73.84153370226186,1742
195,nyu_2451_34572.193,Somerville,40.59771061565768,-73.79664750844047,1919
196,nyu_2451_34572.194,Brookville,40.66000322733613,-73.75175310731153,1562
197,nyu_2451_34572.195,Bellaire,40.73301404027834,-73.73889198912481,1783
198,nyu_2451_34572.196,North Corona,40.7540709990489,-73.85751790676447,1683
199,nyu_2451_34572.197,Forest Hills Gardens,40.7146110815117,-73.8410221123401,1792
200,nyu_2451_34572.198,St. George,40.6449815710044,-74.07935312512797,2344
201,nyu_2451_34572.199,New Brighton,40.64061455913511,-74.08701650516625,2344
202,nyu_2451_34572.200,Stapleton,40.62692762538176,-74.07790192660066,2328
203,nyu_2451_34572.201,Rosebank,40.61530494652761,-74.06980526716141,1700
204,nyu_2451_34572.202,West Brighton,40.63187892654607,-74.1071817826561,1800
205,nyu_2451_34572.203,Grymes Hill,40.624184791313006,-74.08724819983729,2328
206,nyu_2451_34572.204,Todt Hill,40.59706851814673,-74.1113288180088,1550
207,nyu_2451_34572.205,South Beach,40.58024741350956,-74.0795529253982,1800
208,nyu_2451_34572.206,Port Richmond,40.63366930554365,-74.12943426797008,1525
209,nyu_2451_34572.207,Mariner's Harbor,40.63254639048112,-74.15008537046981,1850
210,nyu_2451_34572.208,Port Ivory,40.63968297845542,-74.17464532993542,1850
211,nyu_2451_34572.209,Castleton Corners,40.61333593766742,-74.11918058534842,2300
212,nyu_2451_34572.210,New Springville,40.594252379161695,-74.16496031329827,1650
213,nyu_2451_34572.211,Travis,40.58631375103281,-74.19073717538116,1650
214,nyu_2451_34572.212,New Dorp,40.57257231820632,-74.1164794360638,1525
215,nyu_2451_34572.213,Oakwood,40.5584622432888,-74.12156593771896,1560
216,nyu_2451_34572.214,Great Kills,40.549480228713605,-74.14932381490992,1575
217,nyu_2451_34572.215,Eltingville,40.542230747450745,-74.1643308041936,1550
218,nyu_2451_34572.216,Annadale,40.53811417474507,-74.17854866165878,1450
219,nyu_2451_34572.217,Woodrow,40.54196762288876,-74.20524582480326,1400
220,nyu_2451_34572.218,Tottenville,40.50533376115642,-74.24656934235283,1400
221,nyu_2451_34572.219,Tompkinsville,40.637316067110326,-74.08055351790115,2344
222,nyu_2451_34572.220,Silver Lake,40.61919310792676,-74.09629029235458,1500
223,nyu_2451_34572.222,Ditmas Park,40.643675183340974,-73.96101312466779,2590
224,nyu_2451_34572.223,Wingate,40.66094656188111,-73.93718680559314,1963
225,nyu_2451_34572.224,Rugby,40.65557231328077,-73.92688212616955,2125
226,nyu_2451_34572.225,Park Hill,40.60919044434558,-74.08015734936296,1700
227,nyu_2451_34572.226,Westerleigh,40.62109047275409,-74.13304143951704,1525
228,nyu_2451_34572.227,Graniteville,40.620171512231884,-74.15315246387762,1850
229,nyu_2451_34572.228,Arlington,40.63532509911492,-74.16510420241124,1850
230,nyu_2451_34572.229,Arrochar,40.596312571276734,-74.06712363225574,1800
231,nyu_2451_34572.230,Grasmere,40.59826835959991,-74.0766743627905,1800
232,nyu_2451_34572.231,Old Town,40.59632891379513,-74.08751118005578,1550
233,nyu_2451_34572.232,Dongan Hills,40.58867294819928,-74.09639905312521,1550
234,nyu_2451_34572.233,Midland Beach,40.57352690574283,-74.09348266303591,1700
235,nyu_2451_34572.234,Grant City,40.57621558711788,-74.10585598545434,1525
236,nyu_2451_34572.235,New Dorp Beach,40.56425549307335,-74.10432707469124,1560
237,nyu_2451_34572.237,Huguenot,40.531911920489605,-74.19174105747814,1400
238,nyu_2451_34572.238,Pleasant Plains,40.524699376118136,-74.21983106616777,1400
239,nyu_2451_34572.239,Butler Manor,40.50608165346305,-74.22950350260027,1400
240,nyu_2451_34572.240,Charleston,40.53053148283314,-74.23215775896526,2525
241,nyu_2451_34572.241,Rossville,40.54940400650072,-74.21572851113952,2250
242,nyu_2451_34572.242,Arden Heights,40.54928582278321,-74.18588674583893,1450
243,nyu_2451_34572.243,Greenridge,40.5552952361732,-74.17079414786092,4716
244,nyu_2451_34572.244,Heartland Village,40.58913894875281,-74.15902208156601,1650
245,nyu_2451_34572.246,Bloomfield,40.60577868452358,-74.18725638381567,1288
246,nyu_2451_34572.247,Bulls Head,40.6095918004203,-74.15940948657122,1288
247,nyu_2451_34572.248,Carnegie Hill,40.7826825671257,-73.95325646837112,4813
248,nyu_2451_34572.249,Noho,40.72325901885768,-73.98843368023597,3004
249,nyu_2451_34572.250,Civic Center,40.71522892046282,-74.00541529873355,6316
250,nyu_2451_34572.251,Midtown South,40.7485096643122,-73.98871313285247,2504
251,nyu_2451_34572.252,Richmond Town,40.56960594275505,-74.1340572986257,1525
252,nyu_2451_34572.253,Shore Acres,40.60971934079284,-74.06667766061771,1700
253,nyu_2451_34572.254,Clifton,40.61917845202843,-74.072642445484,1700
254,nyu_2451_34572.255,Concord,40.6044731896879,-74.08402364740358,1500
255,nyu_2451_34572.256,Emerson Hill,40.606794394801,-74.09776206972522,1500
256,nyu_2451_34572.257,Randall Manor,40.63563000681151,-74.09805062373887,1800
257,nyu_2451_34572.258,Howland Hook,40.63843283794795,-74.18622331749823,1850
258,nyu_2451_34572.259,Elm Park,40.63014674119383,-74.1418167896889,1850
259,nyu_2451_34572.260,Remsen Village,40.65211745179349,-73.91665331978048,2125
260,nyu_2451_34572.261,New Lots,40.6627442796966,-73.88511776379292,1773
261,nyu_2451_34572.262,Paerdegat Basin,40.63131755039667,-73.90233474295836,1817
262,nyu_2451_34572.263,Mill Basin,40.61597423962336,-73.91515391550404,1933
263,nyu_2451_34572.264,Jamaica Hills,40.71145964370482,-73.79646462081593,1888
264,nyu_2451_34572.265,Utopia,40.73350025429757,-73.79671678028349,1888
265,nyu_2451_34572.266,Pomonok,40.73493618075478,-73.80486120040537,4280
266,nyu_2451_34572.267,Astoria Heights,40.7703173929982,-73.89467996270574,1883
267,nyu_2451_34572.268,Claremont Village,40.83142834161548,-73.90119903387667,1879
268,nyu_2451_34572.269,Concourse Village,40.824780490842905,-73.91584652759009,1848
269,nyu_2451_34572.270,Mount Eden,40.84382617671654,-73.91655551964419,1645
270,nyu_2451_34572.271,Mount Hope,40.84884160724665,-73.90829930881988,1645
271,nyu_2451_34572.272,Sutton Place,40.76028033131374,-73.96355614094303,4503
272,nyu_2451_34572.273,Hunters Point,40.743414090073536,-73.95386782130745,2590
273,nyu_2451_34572.274,Turtle Bay,40.75204236950722,-73.96770824581834,5829
274,nyu_2451_34572.275,Tudor City,40.7469174107402,-73.97121928722265,6272
275,nyu_2451_34572.276,Stuyvesant Town,40.73099955477061,-73.97405170469203,8128
276,nyu_2451_34572.277,Flatiron,40.739673047638426,-73.9909471052826,8128
277,nyu_2451_34572.278,Sunnyside Gardens,40.74565180608076,-73.91819286431682,3210
278,nyu_2451_34572.279,Blissville,40.73725071694497,-73.93244235260178,3210
279,nyu_2451_34572.280,Fulton Ferry,40.70328109093014,-73.99550751888415,4064
280,nyu_2451_34572.281,Vinegar Hill,40.70332149882874,-73.98111603592393,4119
281,nyu_2451_34572.282,Weeksville,40.67503986503237,-73.93053108817338,2542
282,nyu_2451_34572.283,Broadway Junction,40.67786104769531,-73.90331684852599,1947
283,nyu_2451_34572.284,Dumbo,40.70317632822692,-73.9887528074504,5104
284,nyu_2451_34572.285,Manor Heights,40.60180957631444,-74.12059399718001,2300
285,nyu_2451_34572.286,Willowbrook,40.60370692627371,-74.13208447484298,1525
286,nyu_2451_34572.287,Sandy Ground,40.541139922091766,-74.21776636068567,2250
287,nyu_2451_34572.288,Egbertville,40.579118742961214,-74.12727240604946,1525
288,nyu_2451_34572.289,Roxbury,40.56737588957032,-73.89213760232822,1812
289,nyu_2451_34572.290,Homecrest,40.598525095137255,-73.95918459428702,3079
290,nyu_2451_34572.291,Middle Village,40.716414511158185,-73.88114319200604,1692
291,nyu_2451_34572.292,Prince's Bay,40.52626406734812,-74.20152556457658,1400
292,nyu_2451_34572.293,Lighthouse Hill,40.57650629379489,-74.13792663771568,1525
293,nyu_2451_34572.294,Richmond Valley,40.51954145748909,-74.22957080626941,2525
294,nyu_2451_34572.295,Malba,40.79060155670148,-73.82667757138641,2075
295,nyu_2451_34572.296,Highland Park,40.6819989345173,-73.890345709872,1947
296,nyu_2451_34572.297,Madison,40.60937770113766,-73.94841515328893,1875
297,nyu_2451_34572.298,Bronxdale,40.85272297633017,-73.86172577555115,1717
298,nyu_2451_34572.299,Allerton,40.86578787802982,-73.85931863221647,1900
299,nyu_2451_34572.300,Kingsbridge Heights,40.8703923914147,-73.90152264513144,1799
300,nyu_2451_34572.301,Erasmus,40.64692606658579,-73.94817709920184,1963
301,nyu_2451_34572.302,Hudson Yards,40.75665808227519,-74.00011136202637,1873
302,nyu_2451_34572.303,Hammels,40.58733774018741,-73.80553002968718,1919
303,nyu_2451_34572.304,Bayswater,40.61132169128384,-73.76596781445627,1919
304,nyu_2451_34572.305,Queensbridge,40.75609129709471,-73.94563070334091,3952
305,nyu_2451_34572.306,Fox Hills,40.61731079252983,-74.08173992211962,2328
