,borough,neighborhood,longitude,latitude,population,PC1,PC2,PC3,cluster
160,Queens,Kew Gardens Hills,-73.82087764933566,40.722578244228046,37479.0,0.2831887372483094,-5.524956549530148,5.075008346014512,1
161,Queens,Fresh Meadows,-73.78271337003264,40.7343944653313,8906.0,-1.685311058469457,3.6043160465382957,3.52131340019153,-1
162,Queens,Briarwood,-73.81174822458634,40.71093547252271,19569.0,-2.1080270437527173,-1.6421912984274527,1.9884862524995623,0
163,Queens,Jamaica Center,-73.79690165888289,40.70465736068717,53751.0,-2.788943038308054,0.5418278525038541,-0.25574841236373214,0
164,Queens,Oakland Gardens,-73.75494976234332,40.74561857141855,28237.0,-3.157130422024855,1.8282680556286628,-0.22945608326246306,0
165,Queens,Queens Village,-73.73871484578424,40.71889309216736,52504.0,-2.6280598481632818,-0.278948957389707,1.217558039650713,0
166,Queens,Hollis,-73.75925009335594,40.71124344191904,20269.0,-3.532393027155488,0.13226216460704676,0.01897311850583362,0
167,Queens,South Jamaica,-73.7904261313554,40.696911253789885,38894.0,-4.347919017852365,1.1169283877803988,-0.9494841585589087,0
168,Queens,St. Albans,-73.75867603727717,40.69444538522359,48593.0,-3.0800326355130334,0.024841153117041177,0.3344599270282935,0
169,Queens,Rochdale,-73.77258787620906,40.67521139591733,25000.0,-3.7545741052748856,0.5873731669808888,-0.13781680246790398,0
170,Queens,Springfield Gardens,-73.76042092682287,40.66623049036858,35475.0,-1.6000714934618037,-1.4141798456320338,0.8638466436976578,0
171,Queens,Cambria Heights,-73.73526873708026,40.692774639160845,18677.0,-4.12222924303771,1.7065630629376474,-1.088646267376484,0
172,Queens,Rosedale,-73.73526079428278,40.65981643342808,25063.0,-4.490509628575517,1.8415891688642407,-1.0276903478551436,0
173,Queens,Far Rockaway,-73.75497968043872,40.603134432500894,25029.0,-0.8324566118226213,0.5452259561592553,-0.7502559161568334,0
174,Queens,Broad Channel,-73.8200548911032,40.60302658351238,7004.0,-2.8523620114650945,1.069582900680202,-1.4803096726930267,0
175,Queens,Breezy Point,-73.92551196994168,40.55740128845452,7004.0,-1.856506779741174,1.0306831215701593,-1.9798410082810163,0
176,Queens,Steinway,-73.90228960391673,40.775923015642896,47534.0,-4.246415439962632,1.509439470605063,-1.5920864918340645,0
177,Queens,Beechhurst,-73.80436451720988,40.79278140360048,15000.0,-3.250255176898641,2.223953474509858,-0.8993430788096812,0
178,Queens,Bay Terrace,-73.7768022262158,40.782842806245554,10876.0,-0.9218204256837752,-1.339059071675206,1.3364599811693014,0
179,Staten Island,Bay Terrace,-74.13916622175768,40.55398800858462,7000.0,-4.472800924073895,2.820871766007041,-1.0330098252315358,0
180,Queens,Edgemere,-73.77613282391705,40.595641807368494,12295.0,1.9185359996745177,4.371238983884063,2.1984322619291645,-1
181,Queens,Arverne,-73.79199233136943,40.58914394372971,12295.0,-1.1424205378369183,0.1818094293217675,-0.25616021871268574,0
182,Queens,Rockaway Beach,-73.82236121088751,40.58280169684559,13000.0,-4.191423774006001,1.6173634255925347,-1.4055037190016852,0
183,Queens,Neponsit,-73.85754672410827,40.572036730217015,5000.0,-2.758505570265415,0.21169486198625775,-0.008699752656404712,0
184,Queens,Floral Park,-73.70884705889246,40.74137842194544,11286.0,-0.5496422576699583,5.009907411277254,5.847925540479671,-1
185,Queens,Holliswood,-73.76714166714729,40.7209572076444,12740.0,-3.357590260489681,1.4185913815714564,-0.3376295206060908,0
186,Queens,Jamaica Estates,-73.7872269693666,40.71680483014613,12740.0,4.775642695573386,-5.299354404200406,3.372137906546735,-1
187,Queens,Queensboro Hill,-73.82580915110559,40.7445723092867,20800.0,-3.610959565125483,0.8930171206016416,-0.6920982752017097,0
188,Queens,Hillcrest,-73.79760300912672,40.7238249018292,17017.0,-3.630015545440218,1.1007743156770597,-0.9558928299420325,0
189,Queens,Ravenswood,-73.93157506072878,40.76170452605415,6677.0,-1.4325989444959801,-0.6487411261393007,0.8474557554104705,0
190,Queens,Lindenwood,-73.84963782402441,40.66391841925139,13074.0,-3.8108611663242726,2.1913116421996195,-0.6731281016996111,0
191,Queens,Laurelton,-73.74025607989822,40.66788389660247,24453.0,-1.499000161446103,-0.7849609897621416,0.24220856580081981,0
192,Queens,Lefrak City,-73.8625247141374,40.7360745708308,65000.0,-3.9297264929284936,2.4850709546078127,-1.9318192470007094,0
193,Queens,Belle Harbor,-73.8540175039252,40.57615556543109,7004.0,-4.222760202787821,2.0553169224754857,-1.027772500147349,0
194,Queens,Rockaway Park,-73.84153370226186,40.58034295646131,7004.0,-3.295244115718498,1.209032718327882,0.09035830840139733,0
195,Queens,Somerville,-73.79664750844047,40.59771061565768,15000.0,1.1069783907695074,-6.5421880030481665,3.1700162261029243,1
196,Queens,Brookville,-73.75175310731153,40.66000322733613,10066.0,0.4728462042134711,0.5575951580700982,0.35582615065114576,0
197,Queens,Bellaire,-73.73889198912481,40.73301404027834,22000.0,-1.238308242021277,-0.10264782166031272,-1.0576966709694242,0
198,Queens,North Corona,-73.85751790676447,40.7540709990489,52037.0,-3.8982707274972586,1.4053799157109634,-1.4174117546958145,0
199,Queens,Forest Hills Gardens,-73.8410221123401,40.7146110815117,5000.0,0.37374024024751323,-0.6291308211099178,-0.7040909847183484,0
200,Staten Island,St. George,-74.07935312512797,40.6449815710044,11184.0,-1.364548275947633,-0.2480740337404465,1.0658134807881807,0
201,Staten Island,New Brighton,-74.08701650516625,40.64061455913511,19946.0,1.3515738785443965,-1.8847997964912162,-1.0406141437174554,0
202,Staten Island,Stapleton,-74.07790192660066,40.62692762538176,13226.0,-4.489874034771565,2.7297347043778233,-1.0277363888438833,0
203,Staten Island,Rosebank,-74.06980526716141,40.61530494652761,13226.0,-4.365552498120015,2.163883204158806,-1.6431977871731447,0
204,Staten Island,West Brighton,-74.1071817826561,40.63187892654607,28934.0,-3.7303661671747372,1.6865552061773976,-1.1240190913026633,0
205,Staten Island,Grymes Hill,-74.08724819983729,40.624184791313006,11230.0,-1.952876519223848,-0.25409378861119014,-0.1129911442232465,0
206,Staten Island,Todt Hill,-74.1113288180088,40.59706851814673,7678.0,-3.5077927072555797,1.3253727902951282,-1.3209883193130805,0
207,Staten Island,South Beach,-74.0795529253982,40.58024741350956,8278.0,-4.1858935686635315,1.628807119065249,-1.265549953550174,0
208,Staten Island,Port Richmond,-74.12943426797008,40.63366930554365,20191.0,-1.5465101048405456,-0.19036036445457385,0.15292430788736794,0
209,Staten Island,Mariner's Harbor,-74.15008537046981,40.63254639048112,7868.0,-3.6882687162265615,1.4640686311328972,-0.7557886501282454,0
