,borough,neighborhood,longitude,latitude,population,PC1,PC2,PC3,PC4,PC5,cluster
0,Bronx,Wakefield,-73.84720052054902,40.89470517661,21242.0,-0.3508186445814046,0.7099961857978953,-0.26430702156269564,-0.3818108343188673,0.44603125379032454,0
1,Bronx,Co-op City,-73.82993910812398,40.87429419303012,43752.0,-0.5639310289142907,0.42702553658784737,-0.11831153349938486,0.027583679596644074,0.33949275183180483,0
2,Bronx,Eastchester,-73.82780644716412,40.887555677350775,11506.0,-0.5876614889048775,0.32532461799333984,-0.08441412956717499,-0.23715928854473559,0.23575745612556542,0
3,Bronx,Fieldston,-73.90564259591682,40.89543742690383,9287.0,-0.5823377224391548,-0.30751240895039944,0.18017072207568696,-0.1517164606468143,-0.2513136536344227,0
4,Bronx,Riverdale,-73.9125854610857,40.890834493891305,9287.0,-0.5607934377831532,-0.13734036816883838,0.41040008259185723,0.04367057223581058,-0.37135336021552556,0
5,Bronx,Kingsbridge,-73.90281798724604,40.88168737120521,15080.0,0.4195720316235605,0.31128851737849844,0.3488145501644046,0.01376254299073041,-1.0542708790530118,-1
6,Manhattan,Marble Hill,-73.91065965862981,40.87655077879964,23373.0,0.4072448737758711,0.729962167893389,-0.12505524513773172,0.18347299574984416,-1.231035219459191,-1
7,Bronx,Woodlawn,-73.86731496814176,40.89827261213805,21242.0,-0.4113530731621215,-0.0005735189402775898,0.2719866706948297,-0.3041575759756875,-0.43975806356550445,0
8,Bronx,Norwood,-73.8793907395681,40.87722415599446,40494.0,-0.00399273331831062,0.8184393245280276,-0.1973035436709372,0.2396421126332719,-0.6935930721167443,1
9,Bronx,Williamsbridge,-73.85744642974207,40.88103887819211,30660.0,-0.1852422563817428,1.117196888341552,-0.3719527220669474,-0.08607712064630128,0.4728180761206998,-1
10,Bronx,Baychester,-73.83579759808117,40.866858107252696,11506.0,-0.44739994890418283,0.6623167014430784,0.12733704105438737,0.10489527140304995,0.32570816453064644,0
11,Bronx,Pelham Parkway,-73.85475564017999,40.85741349808865,30073.0,-0.17321034471097554,0.5818759175510941,0.699712648663497,0.3241217795226437,-0.26368074931548696,0
12,Bronx,City Island,-73.78648845267413,40.84724670491813,8861.0,-0.9863859016696982,-0.5755506430210526,-0.18625438381958812,-0.13662645308535298,-0.3791258817803042,0
13,Bronx,Bedford Park,-73.8855121841913,40.870185164975325,32649.0,0.363681409013939,0.7595512721812351,-0.1447843900126081,0.2861649196462132,-0.6558345487260722,1
14,Bronx,University Heights,-73.9104159619131,40.85572707719664,27094.0,0.5332508277656569,1.0919717029401952,-0.6519380392556575,0.44655466017387174,-0.5177294659046641,1
15,Bronx,Morris Heights,-73.91967159119565,40.84789792606271,27094.0,0.4280966465773618,0.9287727424286327,-0.6975844926186301,0.16116815780260058,-0.41012429130806727,1
16,Bronx,Fordham,-73.89642655981623,40.86099679638654,50028.0,1.0588501758287197,0.647167399836963,-0.09653529296329198,0.495188104851331,-0.5067162838280446,-1
17,Bronx,East Tremont,-73.88735617532338,40.84269615786053,43423.0,0.025247980120545525,1.1481584414274244,-0.49648495326936476,0.08909877237874679,-0.17445389274731132,1
18,Bronx,West Farms,-73.87774474910545,40.83947505672653,17506.0,0.23810740264577307,1.0538483156137948,-0.42254635785715305,0.29968446068430976,-0.4839352795518812,1
19,Bronx,High  Bridge,-73.9261020935813,40.836623010706056,37727.0,0.6865351171763053,1.068173947937826,-0.6528237877246494,0.3998170848362669,-0.6979938868077668,1
20,Bronx,Melrose,-73.90942160757436,40.819754370594936,38540.0,0.2581063436168159,0.8958960717525997,-0.6475136261036093,0.37399058518396516,-0.5352947625696959,1
